type,name,cached_count
Freeform,lawyer AU,262
Freeform,self love,262
Freeform,Community: ncis_drabble,262
Freeform,Nonbinary,262
Freeform,But it's okay,262
Character,Master Hand,262
Freeform,Greek and Roman Mythology - Freeform,262
Freeform,Dom!Harry,262
Fandom,Frostiron - Fandom,262
Freeform,Ahhhhhhhh,262
Freeform,Group Therapy,262
Character,Linda Iero,262
Freeform,Science Husbands,262
Relationship,Male Shepard/Tali'Zorah nar Rayya,262
Freeform,Modern Fantasy,262
Relationship,Aurora/Mulan,262
Freeform,AU - Time travel,262
Freeform,Sherlock Plays the Violin,262
Freeform,Blackwatch,262
Freeform,60-70K,262
Freeform,Cannon compliant,262
Freeform,fluff if you squint,262
Freeform,LiveJournal Prompt,262
Freeform,I AM IN LOVE,262
Freeform,Aftermath of a Case,262
Relationship,Padmé Amidala/Darth Vader,262
Freeform,43,262
Character,Ichibi | One-tail | Shukaku,262
Freeform,DNA,262
Freeform,Alternate Universe - Daycare,262
Character,Byleistr (Marvel),262
Character,Zoe Sugg,262
Freeform,clace,262
Freeform,(Ish) - Freeform,262
Relationship,Jason Grace/Reyna Avila Ramírez-Arellano,262
Character,Alfred the Cat (DCU),262
Character,Maxwell Puckett,262
Character,Jokaste (Captive Prince),262
Character,Connor MacLeod,261
Character,Mia Dearden,261
Character,Cissie King-Jones,261
Fandom,Batman (1966),261
Character,Kefka Palazzo,261
Character,Rue (Princess Tutu),261
Relationship,Stuart Dakin/Tom Irwin,261
Freeform,On Set,261
Freeform,D/s themes,261
Freeform,time loops,261
Character,Berthold Hawkeye,261
Freeform,Influenza,261
Character,Murtagh Morzansson,261
Character,Velanna,261
Fandom,Mercy Thompson Series - Patricia Briggs,261
Character,Claire Fraser,261
Freeform,Journal,261
Freeform,anonymous,261
Relationship,mentions of,261
Freeform,Genetics,261
Freeform,Mental Hospital,261
Freeform,alien - Freeform,261
Character,Mjolnir,261
Character,Autobots,261
Freeform,smut smut smut,261
Freeform,consensual voyeurism,261
Freeform,Pandemic - Freeform,261
Relationship,Clint Barton/Thor,261
Freeform,Alaska,261
Character,Gouenji Shuuya,261
Character,Romania (Hetalia: Axis Powers),261
Relationship,Draco Malfoy/Original Male Character(s),261
Character,Female America (Hetalia: Axis Powers),261
Freeform,Tampa Bay Lightning,261
Freeform,top!draco,261
Freeform,Summoning Circles,261
Character,Fem!Stiles,261
Freeform,Tony POV,261
Freeform,unbetad,261
Relationship,Batman & Joker (DCU),261
Freeform,Implied Masturbation,261
Freeform,Bruce Has Issues,261
Relationship,Bruce Banner & Avengers Team,261
Character,Protagonist (Devil Survivor 2),261
Character,Sky (Winx Club),261
Fandom,Black Panther (Comics),261
Character,Walt Longmire,261
Character,Tina Belcher,261
Freeform,Detective Stiles,261
Freeform,Gifset,261
Freeform,Mentioned Kate Argent,261
Freeform,The power of friendship,261
Relationship,Alvin/Jude Mathis,261
Character,Jehan,261
Freeform,cop Derek,261
Freeform,this is a joke,261
Freeform,Sub Clint Barton,261
Relationship,Jung Sooyeon | Jessica/Kim Taeyeon,261
Relationship,Original D&D Character/Original D&D Character,261
Freeform,Maybe angst,261
Relationship,Joker/You,261
Freeform,Hybrid Louis,261
Freeform,Feminine Harry,261
Freeform,shingeki no kyojin - Freeform,261
Relationship,Aleksis Kaidanovsky/Sasha Kaidanovsky,261
Freeform,Slam Poetry,261
Fandom,Teenage Mutant Ninja Turtles (TV 1987),261
Freeform,yumadrin,261
Freeform,Alternate Universe - 2000s,261
Relationship,Chris Evans/Reader,261
Character,Ryan Howard,260
Relationship,Reno/Rufus Shinra,260
Relationship,Clark Kent/Chloe Sullivan,260
Character,Joxer,260
Fandom,Legend of Zelda: The Ocarina of Time,260
Character,Ikuta Toma,260
Character,Hannibal King,260
Fandom,Sweeney Todd (2007),260
Character,William Stryker (Movieverse),260
Freeform,Commentary,260
Freeform,Muses,260
Relationship,Nick Gant/Cassie Holmes,260
Character,Victoria,260
Fandom,Disney Cartoons (Classic),260
Character,Rob Smedley,260
Freeform,Run-On Sentences,260
Freeform,small fandoms,260
Character,Moneypenny (James Bond),260
Relationship,Anders/Nathaniel Howe,260
Freeform,Children of Earth Fix-It,260
Relationship,Dib/Zim,260
Freeform,Philadelphia Flyers,260
Character,Matthew Williams,260
Freeform,dom!Dean,260
Fandom,Wakfu,260
Freeform,Hurt Jensen Ackles,260
Character,Super Junior Ensemble,260
Freeform,Cowboy AU,260
Character,Mike Ehrmantraut,260
Freeform,ft,260
Relationship,Lancelot & Merlin (Merlin),260
Freeform,Omega!Sherlock,260
Freeform,ACD - Freeform,260
Freeform,Fools in Love,260
Freeform,Bamon,260
Character,James (Fallout),260
Freeform,Herbology,260
Freeform,Student!Dean,260
Freeform,flirt,260
Character,Mei | Rosa,260
Freeform,Protective Pack,260
Freeform,BAMF Sherlock,260
Character,Baljeet Tjinder,260
Freeform,Jealous Stiles,260
Character,Lewis Brindley,260
Relationship,Ahiru | Duck/Fakir,260
Character,Lee Sunmi,260
Relationship,Himuro Tatsuya/Kagami Taiga,260
Fandom,Gears of War (Video Games),260
Freeform,Hunter Castiel,260
Character,Ys,260
Freeform,Witch Stiles Stilinski,260
Character,Mike Fuentes,260
Freeform,90's Music,260
Character,Marinette Cheng | Ladybug,260
Relationship,Mikasa Ackerman/Armin Arlert,260
Relationship,HaruRin,260
Character,Farbauti (Marvel),260
Freeform,Red Lyrium,260
Character,Griffon (Devil May Cry),260
Character,Ethel Muggs,260
Relationship,Miyuki Kazuya & Sawamura Eijun,260
Freeform,Older Eren Yeager,260
Freeform,Stalia,260
Freeform,Ch11,260
Relationship,McKay/Sheppard,259
Character,Watari Yutaka,259
Character,Ethan James,259
Character,Miranda Lotto,259
Freeform,Community: hp100,259
Character,Dan,259
Freeform,Scarves,259
Character,Percival (Arthurian),259
Character,Naboo the Enigma,259
Freeform,Abuse of Power,259
Character,Mana Walker,259
Character,Peter Guillam,259
Relationship,Love - Relationship,259
Freeform,friend,259
Freeform,Migraine,259
Character,Ian MacLeod,259
Character,Stan Edwards,259
Character,Zacky Vengeance,259
Fandom,Gunsmoke,259
Character,Jean Descole,259
Freeform,cute and fluffy,259
Relationship,Hijirikawa Masato/Jinguuji Ren,259
Freeform,Mild Cursing,259
Freeform,Cuffs,259
Character,Reyn (Xenoblade Chronicles),259
Freeform,i don't even know what this is,259
Freeform,Naughtiness,259
Freeform,Mimo,259
Freeform,Apartment AU,259
Character,Steven Adler,259
Character,Kirstie Maldonado,259
Freeform,mentions of past trauma,259
Character,Ray Narvaez Jr,259
Freeform,Season 4 AU,259
Freeform,I apologize in advance,259
Freeform,blind dates,259
Freeform,Nursing Kink,259
Character,Prompto,259
Freeform,British Slang,259
Freeform,hotnsweet,259
Character,Brambleclaw (Warriors),259
Relationship,Mario/Peach Toadstool,259
Freeform,Quick and Dirty,259
Relationship,Athelstan/Lagertha/Ragnar Lothbrok,259
Freeform,Dean in Denial,259
Character,Tsuboi Ryoutarou | Klein,259
Freeform,180k,259
Character,Michael Latta,259
Freeform,Big Brother Jason,259
Character,Hephaestus (Percy Jackson),259
Freeform,Parental Bobby Singer,259
Freeform,Im tired,259
Character,Inumuta Houka,259
Relationship,Corvo Attano/Daud,259
Fandom,Noragami,259
Relationship,Giorno Giovanna/Pannacotta Fugo,259
Character,Cole Turner,258
Character,Jack McCoy,258
Fandom,Star Trek - Various Authors,258
Fandom,Tengen Toppa Gurren Lagann,258
Character,Martin Fitzgerald,258
Relationship,Leia Organa/Luke Skywalker/Han Solo,258
Fandom,HIMYM,258
Freeform,Very Secret Diary,258
Relationship,John/Mary,258
Freeform,Lols,258
Freeform,Not part of a series,258
Freeform,Timeline,258
Character,Gianluigi Buffon,258
Relationship,Bumblebee/Sam Witwicky,258
Relationship,Chas Chandler/John Constantine,258
Character,Alyx Vance,258
Freeform,Korean Characters,258
Freeform,Reviews,258
Freeform,Angelcest,258
Character,Near (Nate River),258
Character,Tara Markov,258
Relationship,Artemis Fowl II/Holly Short,258
Character,Isobel Crawley,258
Character,Claude Frollo,258
Relationship,Valkyrie Cain/Skulduggery Pleasant,258
Freeform,Southern Gothic,258
Relationship,Siegfried Kircheis/Reinhard von Lohengramm,258
Relationship,Gabriel/Lucifer (Supernatural),258
Relationship,Scorpius Malfoy/Lily Luna Potter,258
Character,Leviathans (Supernatural),258
Freeform,Also fluff,258
Freeform,Durmstrang,258
Freeform,Stupid Boys,258
Freeform,Euphemisms,258
Relationship,Kyle Broflovski/Craig Tucker,258
Freeform,NHL,258
Freeform,Pre-Serum,258
Freeform,New 52,258
Freeform,recovery fic,258
Freeform,Yullen,258
Freeform,Cowboy Hats,258
Relationship,Dick Grayson/Zatanna Zatara,258
Freeform,2k+,258
Freeform,as in,258
Freeform,slightly nsfw,258
Freeform,Best best best,258
Character,Howard Stark (mentioned),258
Freeform,slight body horror,258
Freeform,Playgrounds,258
Freeform,Cop!Derek,258
Relationship,steve x bucky,258
Relationship,Clark Kent & Lois Lane,258
Freeform,nope - Freeform,258
Freeform,Kid Clint Barton,258
Relationship,stiles/peter,258
Relationship,Arioka Daiki/Yamada Ryosuke,258
Freeform,Bows & Arrows,258
Fandom,Fable 3 (Video Game),258
Freeform,Hope you enjoy,258
Freeform,Moomins,258
Freeform,Mer AU,258
Relationship,Benny Lafitte/Sam Winchester,258
Freeform,Professor AU,258
Fandom,Hannibal - Fandom,258
Freeform,amazing characterization,258
Freeform,s8,258
Freeform,Jaeger Pilots,258
Freeform,Cute Castiel,258
Character,Boss (Saints Row),258
Freeform,Gabriel is a Little Shit,258
Relationship,hiccstrid,258
Freeform,Lokipreg,258
Fandom,SwanQueen - Fandom,258
Freeform,Narutoverse,258
Character,Greg Parker,257
Character,Shockwave,257
Fandom,30 Rock,257
Relationship,Severus Snape/Ron Weasley,257
Freeform,X-men - Freeform,257
Character,Damian,257
Relationship,Alicia Simmons/Mikey Way,257
Fandom,Table Tennis RPF,257
Character,Andy Murray,257
Freeform,Disney AU,257
Character,Sam Scudder,257
Character,"Henry ""Indiana"" Jones",257
Relationship,The Doctor/Jack Harkness,257
Freeform,Alternate Universe - Earth,257
Freeform,Brownies,257
Character,Nova,257
Freeform,Backrubs,257
Character,Cid (Kingdom Hearts),257
Character,Mycroft - Character,257
Freeform,Tight Spaces,257
Freeform,Alternate Dimension,257
Freeform,light Violence,257
Character,Sophia (Merlin),257
Freeform,Machines,257
Character,Kou (Finder Series),257
Character,Shallan Davar,257
Freeform,post-S3,257
Character,Pride (Selim Bradley),257
Freeform,Circle of Magi,257
Freeform,Narcolepsy,257
Freeform,Paladins,257
Freeform,Corset,257
Character,"Simon ""Ghost"" Riley",257
Freeform,Prompt Art,257
Freeform,Game of Thrones - Freeform,257
Freeform,Edo Period,257
Character,Progress,257
Freeform,Distance,257
Freeform,football au,257
Freeform,pride and prejudice au,257
Freeform,debriel,257
Relationship,Diego Brando/Hot Pants,257
Character,Henrietta Biggle,257
Character,Amy Brookheimer,257
Fandom,Bionicle - All Media Types,257
Freeform,minor blood,257
Relationship,Gilly (ASoIaF)/Samwell Tarly,257
Relationship,Isaac Lahey/Lydia Martin,257
Freeform,Muggle London,257
Fandom,Christian Bible (New Testament),257
Character,Scott McCall (mentioned),257
Freeform,Protective Bruce,257
Character,Strongarm (Transformers),257
Character,Helena Harper,257
Freeform,Digestion,257
Freeform,Anastasia AU,257
Freeform,But just a little,257
Freeform,Depressed Dean,257
Freeform,Mute Link,257
Character,Tom (Sherlock),257
Character,Leon Goretzka,257
Character,George Daniel,257
Freeform,Game of Thrones-esque,257
Freeform,Possessive Tom,257
Fandom,Blake Shelton (Musician),257
Relationship,Daryl Dixon & Rick Grimes,257
Character,Kudou Yuusaku,257
Character,Melissa Scully,256
Freeform,China,256
Relationship,Arthur/Gwen,256
Character,Ed Lane,256
Freeform,Post Gauda Prime,256
Character,Pollution (Good Omens),256
Relationship,Count D/Leon Orcot,256
Character,Athrun Zala,256
Character,Takigawa Houshou,256
Character,Amber,256
Relationship,Angeal Hewley/Genesis Rhapsodos,256
Fandom,Tron (1982),256
Freeform,boys,256
Relationship,Felipe Massa/Rob Smedley,256
Character,David Beckham,256
Character,Jordan Staal,256
Character,Dino,256
Freeform,Wraith,256
Character,Phoebe Janeway,256
Character,Tandy Bowen,256
Fandom,Luther (TV),256
Relationship,Kamijou Hiroki/Kusama Nowaki,256
Freeform,Country & Western,256
Fandom,Shugo Chara!,256
Freeform,sunrise,256
Freeform,Odd,256
Character,Vongola Famiglia,256
Character,Soldier,256
Character,Selkie,256
Freeform,foot worship,256
Character,Quentyn Martell,256
Character,Kazemaru Ichirouta,256
Freeform,Post,256
Freeform,References to Homophobia,256
Character,Alternate Olivia Dunham,256
Fandom,Hart of Dixie,256
Character,Misaka Mikoto,256
Character,"Atton ""Jaq"" Rand",256
Freeform,Wizard,256
Freeform,Les Mis - Freeform,256
Relationship,Female Dovahkiin | Dragonborn/Vilkas,256
Freeform,Canon: Fullmetal Alchemist: Brotherhood,256
Fandom,Being Human (US/Canada),256
Character,Peeta's Brothers,256
Relationship,kind of - Relationship,256
Freeform,Batfamily Shenanigans,256
Character,Dwight Enys,256
Freeform,Derek Uses His Words,256
Freeform,Scene Rewrite,256
Character,Raoul Silva,256
Freeform,they fuck,256
Freeform,Dark Steve,256
Fandom,New Avengers (Comics),256
Freeform,Fairy Tale Parody,256
Freeform,really slow burn,256
Freeform,Mechanics,256
Freeform,platonic fluff,256
Freeform,cop stiles,256
Freeform,Bottom Michael,256
Freeform,Genetically Engineered Beings,256
Relationship,Kim Jongin | Kai/Zhang Yi Xing | Lay,256
Character,Delilah Copperspoon,256
Character,Stef Foster,256
Character,Uvogin | Ubogin,256
Freeform,Big Brother Gabriel,256
Fandom,The Picture of Dorian Gray - Oscar Wilde,256
Freeform,No Comment,256
Relationship,Sam Winchester & Original Female Character(s),256
Freeform,lots of flirting,256
Freeform,Post-Battle of New York (Marvel),256
Character,Belphegor (Katekyou Hitman Reborn!),256
Fandom,U2,255
Character,Miguel Alvarez,255
Character,Oscar Wilde,255
Freeform,Reverse Chronology,255
Freeform,striptease,255
Character,Terence Higgs,255
Character,Simba (The Lion King),255
Character,Teo (Avatar),255
Character,Prussia,255
Freeform,Character of Faith,255
Character,Molly Taylor,255
Character,etc.,255
Relationship,Reed Richards/Susan Storm (Fantastic Four),255
Character,Kali,255
Character,Barry Frost,255
Freeform,Disco,255
Relationship,Rukawa Kaede/Sakuragi Hanamichi,255
Character,Stan Lee,255
Freeform,Inucest,255
Character,Serendipity,255
Freeform,Strapping,255
Freeform,Implied Suicide Attempt,255
Freeform,major character deaths,255
Character,The Psiioniic,255
Relationship,Some,255
Freeform,ООС,255
Freeform,sensory issues,255
Freeform,Serotonin,255
Freeform,Bachelorette Party,255
Freeform,read!,255
Fandom,L.A. Noire,255
Freeform,Hulkeye - Freeform,255
Character,Dan Egan,255
Character,Janine De Luca,255
Freeform,Sad Sherlock,255
Freeform,Girls' Night Out,255
Relationship,"James ""Bucky"" Barnes & Darcy Lewis",255
Freeform,good luck,255
Freeform,bondmates,255
Freeform,Rollerblades & Rollerskates,255
Character,Female Republic Trooper,255
Freeform,Domestic Dean Winchester,255
Fandom,USWNT - Fandom,255
Character,Skipper (Madagascar),255
Relationship,Castiel (Supernatural)/Original Female Character(s),255
Character,Koon Aguero Agnis,255
Character,Philip (Kamen Rider W),255
Relationship,Harry Potter/Tom Riddle | Harry Potter/Voldemort,255
Character,Isadora Quagmire,255
Relationship,Cassandra Cain & Bruce Wayne,255
Freeform,perv,255
Relationship,Zayn Malik/Original Female Character(s),255
Freeform,Implied/Referenced Suicidal Thoughts,255
Freeform,Angels vs. Demons,255
Freeform,Muscle Kink,255
Freeform,интересно,255
Character,Opal (Steven Universe),255
Relationship,Isabelle Lightwood/Maia Roberts,255
Character,Dumbledore,254
Character,Metatron,254
Character,Matt Rutherford,254
Fandom,Star Trek Reboot,254
Character,Effy Stonem,254
Relationship,Ozai/Ursa (Avatar),254
Character,Neil Lambert,254
Character,Ben Chang,254
Relationship,Nishikido Ryo/Ohkura Tadayoshi,254
Character,Poppy,254
Character,Servalan (Blake's 7),254
Character,Blues | Proto Man,254
Freeform,Service,254
Fandom,PatD,254
Freeform,Sex Swing,254
Freeform,garden,254
Freeform,Gay Romance,254
Freeform,Bantering,254
Freeform,Dragon sex,254
Freeform,Developing Friendship,254
Fandom,Batfamily - Fandom,254
Relationship,Anders/Karl Thekla,254
Freeform,Creation Myth,254
Freeform,Fluffy fic,254
Fandom,Amazing Spider-Man (2012),254
Fandom,AKB48,254
Freeform,Dark Brotherhood - Freeform,254
Freeform,daughter - Freeform,254
Freeform,Ilike,254
Relationship,Dudley Dursley & Harry Potter,254
Freeform,Post-Inception,254
Freeform,Discussion,254
Relationship,Gray Fullbuster/Lucy Heartfilia,254
Freeform,BDSM elements,254
Freeform,BAMF Dean,254
Freeform,kinda sorta,254
Freeform,Did I Mention Fluff,254
Freeform,Skyrim - Freeform,254
Character,Jeremy Baker,254
Freeform,Unfinshed,254
Freeform,godtier,254
Freeform,Jedi Temple,254
Relationship,Bahorel/Jean Prouvaire,254
Freeform,thank,254
Freeform,Post War AU,254
Character,Heather (Teen Wolf),254
Freeform,Coffee date,254
Fandom,Dan Howell - Fandom,254
Freeform,Neediness,254
Freeform,Queen Daenerys,254
Character,Mike Warren,254
Freeform,Protective Liam,254
Freeform,thats it thats the fic,254
Character,Evan (Everyman HYBRID),254
Freeform,Post-The Reichenbach Fall,254
Freeform,Omega Jason,254
Freeform,year,254
Freeform,Charlie Ships It,254
Freeform,Lesbian Vampires,254
Freeform,Omega Gabriel,254
Character,Peter Grant (Rivers of London),254
Freeform,FC Bayern München,254
Freeform,Bird/Human Hybrids,254
Character,Edea Lee,254
Character,Okita Souji,253
Fandom,Wonder Woman,253
Character,Palpatine,253
Freeform,Summer Camp AU,253
Relationship,Kimberly Hart/Tommy Oliver,253
Character,Penelo,253
Character,Stephanie Plum,253
Character,Mokona Modoki,253
Character,David Hodges,253
Freeform,Self-Love,253
Character,"Bob ""Mr. Incredible"" Parr",253
Freeform,Independence,253
Character,Rosie,253
Character,Leon (Fast and the Furious),253
Freeform,crossover AU,253
Character,Cynthia Lennon,253
Freeform,Swingers,253
Character,Benedict Bridgerton,253
Character,Brains (Thunderbirds),253
Character,Grant Morrison,253
Freeform,sexual fantasies,253
Freeform,meetings,253
Fandom,Transformers Prime,253
Freeform,Fairy AU,253
Relationship,James Diamond/Kendall Knight,253
Character,Weasley Family - Character,253
Fandom,Noli Me Tangere & Related Works - José Rizal,253
Relationship,Tenth Doctor & Rose Tyler,253
Freeform,Game of Thrones AU,253
Freeform,Jon Snow Knows Nothing,253
Character,Shane Filan,253
Relationship,Butch DeLoria/Female Lone Wanderer,253
Freeform,And More Fluff,253
Freeform,cute as hell,253
Relationship,Clint Barton & Loki,253
Freeform,HaleCest,253
Character,Abaddon,253
Freeform,Not to be taken seriously,253
Character,Tyler Posey,253
Freeform,De-Aged Dean Winchester,253
Freeform,It is now,253
Character,Yoshida Shouyou,253
Character,Greg James,253
Freeform,Kissing at Midnight,253
Relationship,Fenris & Female Hawke,253
Freeform,i died,253
Character,Astrid (Elder Scrolls),253
Freeform,cuute,253
Freeform,Fantasy Racism,253
Fandom,悪魔城ドラキュラ 暁月の円舞曲 と 蒼月の十字架 | Castlevania: Aria of Sorrow & Dawn of Sorrow,253
Freeform,its so good,253
Freeform,Carlos is a Good Boyfriend,253
Character,James Kidd | Mary Read,253
Character,Tamora Calhoun,253
Character,Original Styles-Tomlinson Child(ren),253
Freeform,Literati,253
Freeform,Post-TWS,253
Relationship,H/D,252
Character,Charley Pollard,252
Relationship,Dino Cavallone/Hibari Kyouya,252
Character,Rusty Venture,252
Character,David Shepherd,252
Relationship,Iason Mink/Riki,252
Fandom,Chrono Trigger,252
Character,Cassian,252
Freeform,Piercing,252
Relationship,"Juliet Burke/James ""Sawyer"" Ford",252
Character,Alex Russo,252
Freeform,Priest,252
Character,Tam Fox,252
Character,Veralidaine Sarrasri,252
Character,Remus,252
Fandom,Starsky and Hutch - Fandom,252
Relationship,Bebe Stevens/Wendy Testaburger,252
Relationship,Kino Makoto/Nephrite,252
Relationship,Diana (Wonder Woman)/Clark Kent,252
Character,Khaji Da,252
Character,Clive (Professor Layton),252
Freeform,Computer Programming,252
Freeform,Skipping Class,252
Freeform,Accidental Sex,252
Freeform,absolutely amazing,252
Freeform,Sherlock's POV,252
Freeform,mention of MPREG,252
Freeform,Cowgirl,252
Freeform,I can't even,252
Relationship,Clint Barton & Phil Coulson & Natasha Romanov,252
Freeform,proposal fic,252
Character,Thor (mentioned),252
Freeform,neat!,252
Character,Jormungand (Marvel),252
Freeform,phlint - Freeform,252
Freeform,Department of Mysteries,252
Freeform,but i tried,252
Freeform,lalala,252
Character,Achilles Davenport,252
Freeform,pinecest - Freeform,252
Freeform,at least,252
Freeform,The Marauders - Freeform,252
Freeform,Movie Nights,252
Freeform,Dominant Castiel,252
Relationship,Derek Hale & Scott McCall,252
Fandom,Peter Pan (1953),252
Relationship,Jem Carstairs/Tessa Gray/Will Herondale,252
Freeform,throwing up,252
Freeform,AO3 Tags - Freeform,252
Character,Amakata Miho,252
Freeform,Female Solo,252
Character,"Galina ""Red"" Reznikov",252
Character,Q Branch Character(s),252
Freeform,This makes me happy,252
Relationship,Courtney/Duncan (Total Drama),252
Freeform,Juliann's Favorites,252
Character,Robert Lewis (Morse & Lewis),252
Freeform,waking up together,252
Relationship,Kuramochi Youichi/Sawamura Eijun,252
Relationship,Elsa (Frozen)/Jack Frost (Rise of the Guardians),252
Freeform,Blow Jobs With Teeth,252
Fandom,PAYDAY (Video Games),252
Relationship,Sebastian Michaelis/Reader,252
Freeform,Omega Bruce Wayne,252
Character,Dean Forester,251
Character,Bob the Skull,251
Freeform,Deus Ex Machina,251
Character,Marcus,251
Character,DK,251
Character,Sky Tate,251
Fandom,Scarecrow and Mrs. King,251
Relationship,Kuchiki Byakuya/Kuchiki Hisana,251
Relationship,Hatake Kakashi/Uchiha Sasuke,251
Character,Genis Sage,251
Freeform,awesomesauce,251
Character,Bess Marvin,251
Character,Nazgûl,251
Character,Carly Shay,251
Relationship,Melchior Gabor/Moritz Stiefel,251
Relationship,Gerard Way/Frank Iero,251
Character,multiple OCs,251
Character,Arisugawa Juri,251
Freeform,Community: summerpornathon,251
Relationship,Eleventh Doctor/Rory Williams,251
Freeform,Cynicism,251
Character,Vince Korsak,251
Freeform,Cuntboy,251
Relationship,Roy Harper/Jade Nguyen,251
Freeform,Beheading,251
Character,Gi,251
Character,Mizuki (Naruto),251
Freeform,friendship fluff,251
Freeform,Idfic,251
Character,Trina Vega,251
Character,Cashmere (Hunger Games),251
Character,Constructicons (Transformers),251
Relationship,Daniel Cain/Herbert West,251
Freeform,Season 7 Spoilers,251
Relationship,"Pepper Potts/James ""Rhodey"" Rhodes/Tony Stark",251
Fandom,Strike Back,251
Relationship,Regina Mills/Emma Swan,251
Freeform,bookshop au,251
Relationship,Carol Danvers/Jessica Drew,251
Freeform,Borderline crack,251
Freeform,enjoyed,251
Freeform,Alpha!John,251
Freeform,hurt!Peter,251
Freeform,Episode: s01e03 The Great Game,251
Freeform,Couches,251
Freeform,complicated feelings,251
Freeform,Leviathans,251
Freeform,Who Knows?,251
Character,Delvin Mallory,251
Freeform,once again,251
Freeform,Male Cinderella,251
Freeform,Enochian,251
Character,William Smee,251
Character,Calypso | Tia Dalma,251
Relationship,Donna Paulsen & Harvey Specter,251
Freeform,headcannons,251
Freeform,Just to be safe,251
Relationship,Bo/Tamsin,251
Freeform,please read this,251
Freeform,Alternate Universe - Nanny,251
Freeform,Khirk,251
Character,Garen Crownguard,251
Character,Brian (Marble Hornets),251
Freeform,SK,251
Relationship,Jimmy Price/Brian Zeller,251
Character,Dani (Glee),251
Relationship,Jiraiya/Orochimaru (Naruto),251
Character,Female Bounty Hunter (Star Wars),251
Character,Lisa Wilbourn | Tattletale,251
Freeform,MeetCute,251
Character,Mike Huttlestone,251
Relationship,Natasha Romanov & Sam Wilson,251
Fandom,Private Practice,250
Freeform,Post-Chosen,250
Relationship,Xander Harris/Willow Rosenberg,250
Character,Sohma Momiji,250
Character,Zachariah,250
Fandom,Power Rangers Turbo,250
Relationship,Jack Harkness/John Hart,250
Relationship,Adam/Kris,250
Character,Nita Callahan,250
Character,Neelix,250
Fandom,bare: A Pop Opera - Hartmere/Intrabartolo,250
Relationship,Lex/other,250
Relationship,James T. Kirk/Hikaru Sulu,250
Freeform,Tentacle Porn,250
Relationship,Jaime/Brienne,250
Freeform,Major Character(s),250
Relationship,Chris Pine/Karl Urban,250
Freeform,fairytales - Freeform,250
Freeform,Interrupted Sex,250
Freeform,implied threesome,250
Character,Tobias Gregson,250
Character,Joe Biden,250
Freeform,Kansas,250
Relationship,Aaron Hotchner/Haley Hotchner,250
Freeform,Sick Harry,250
Freeform,showering,250
Character,Daniel Agger,250
Character,Ava Wilson,250
Freeform,djinn,250
Freeform,x-over,250
Relationship,Senshi/Shitennou,250
Freeform,Seaside,250
Character,Huntara (She-Ra),250
Fandom,X Factor,250
Freeform,references to violence,250
Fandom,Korean Pop,250
Relationship,Mirror James T. Kirk/Mirror Leonard McCoy,250
Relationship,Morgana/Arthur Pendragon (Merlin),250
Freeform,Read by the Author,250
Relationship,Cho Kyuhyun/Choi Siwon,250
Character,Timmy Turner,250
Character,Nolan Ross,250
Character,Hijikata Toshizou (Hakuouki),250
Character,Osha (ASoIaF),250
Freeform,Castiel-centric,250
Freeform,Cardiophilia,250
Freeform,switching POVs,250
Freeform,Dom!Steve,250
Freeform,amazing fic,250
Freeform,happy ever after,250
Freeform,Baby Peter,250
Freeform,Alpha/Omega Dynamics,250
Freeform,Sexy Time,250
Freeform,so cute omfg,250
Freeform,Independent Harry Potter,250
Character,Moriyama Yoshitaka,250
Freeform,terms of endearment,250
Freeform,zombie apocalypse AU,250
Freeform,that's about it,250
Character,Lady (ASoIaF),250
Freeform,coffeeshop,250
Freeform,their love is so complicated,250
Freeform,neck kisses,250
Character,Jacques Snicket,250
Freeform,Pride Parade,250
Freeform,In Vino Veritas,250
Freeform,Pining Tony Stark,250
Freeform,fucking hell,250
Freeform,Minor Jane Foster/Thor,250
Freeform,WHN,250
Freeform,CW,250
Freeform,idfk,250
Freeform,Easter Egg Hunt,250
Relationship,Hugh Dancy/Mads Mikkelsen,250
Relationship,Beth Childs/Alison Hendrix,250
Freeform,Mentions of Masturbation,250
Fandom,Perico,250
Freeform,Arthur Pendragon Returns,250
Freeform,(implied) - Freeform,250
Character,Philadelphia Flyers Ensemble,250
Character,Sofia the First,250
Fandom,Masters of Sex,250
Freeform,ace safe,250
Fandom,Geography (Anthropomorphic),250
Character,Ben Ebbrell,250
Relationship,John Winchester/Sam Winchester,249
Character,Megan Reeves,249
Relationship,Danny Ocean/Rusty Ryan,249
Relationship,Jethro Gibbs/Jenny Shepard,249
Character,Calypso,249
Character,Aisha Campbell,249
Character,Greta Salpeter,249
Freeform,Jealous!Arthur,249
Character,Daisy,249
Relationship,Letty Ortiz/Dominic Toretto,249
Freeform,Canon - Comics,249
Character,Douglas Fargo,249
Character,Abraham Van Helsing,249
Character,Vandal Savage,249
Character,Cousland,249
Fandom,Dancing with the Stars (US) RPF,249
Fandom,The Mighty Boosh RPF,249
Character,Lelouch vi Britannia,249
Freeform,Not Good,249
Character,Carter,249
Relationship,Castiel/Other(s),249
Fandom,X-Men: The Animated Series,249
Character,Greg,249
Freeform,Suburbia,249
Character,Pharaoh Atem,249
Freeform,dwp,249
Freeform,Sub!John,249
Character,Spitfire,249
Freeform,fallen!cas,249
Character,Tsuburaya Mitsuhiko,249
Character,Problem Sleuth,249
Freeform,play,249
